Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
801,180,RL,40,11570,Pave,,Reg,Bnk,1912,2005,3668,603,3,1,1,12,2,345,274692
802,60,C,21,18504,Pave,,Reg,Lvl,1925,1985,2048,259,4,2,1,3,2,78,162118
803,75,RL,285,4364,Pave,,Reg,Lvl,1921,1954,334,1041,2,1,1,3,3,630,159177
804,20,RL,,4562,Grvl,,IR2,Lvl,1916,2001,339,824,2,3,1,3,2,569,129247
805,30,RM,21,2151,Pave,,Reg,Lvl,1973,1958,2253,87,3,2,1,8,2,363,161495
806,60,FV,27,5225,Grvl,,Reg,HLS,1878,2008,334,2023,3,1,1,4,4,502,172379
807,60,C,31,5982,Pave,,Reg,Lvl,1916,1999,651,1563,5,2,1,7,2,783,103423
808,80,RL,69,4285,Pave,,Reg,Lvl,1965,1991,334,472,3,1,1,9,2,396,126637
809,75,RL,,3939,Pave,,Reg,Lvl,1876,1957,334,45,3,4,1,7,2,321,121455
810,150,RL,,4496,Pave,,IR2,Lvl,1873,1954,1119,157,2,1,1,2,2,82,155181
811,40,RL,21,21095,Pave,,Reg,Lvl,1978,1964,810,763,3,1,1,2,2,137,151553
812,190,RM,58,1300,Pave,,IR1,Lvl,1945,1955,1944,530,2,1,1,15,2,469,152590
813,45,RL,98,7139,Pave,Pave,IR3,Lvl,1901,1955,334,351,3,1,2,6,4,390,153943
814,40,RP,244,2406,Grvl,,Reg,Lvl,1953,1991,334,338,3,2,1,8,3,77,111365
815,75,RL,79,2330,Pave,,Reg,Lvl,1980,1966,334,1417,2,2,1,13,1,226,121733
816,60,RL,21,8455,Pave,,Reg,HLS,2007,1959,334,85,8,1,1,14,1,43,99666
817,90,RL,43,17159,Pave,,IR2,Lvl,1982,1998,691,2437,2,1,1,9,4,167,195941
818,75,RL,21,11336,Pave,,Reg,Lvl,1954,1978,1412,139,3,3,1,9,2,477,189474
819,190,RL,70,7586,Pave,,IR1,Lvl,1995,2001,721,1074,3,2,1,11,1,1085,117439
820,190,RP,21,15978,Pave,,Reg,Bnk,1916,1968,334,124,4,1,1,13,3,769,109062
821,20,RL,154,7015,Pave,,IR3,Bnk,1989,2009,1518,460,2,0,1,15,2,1418,155296
822,45,RM,26,8933,Pave,,Reg,Lvl,1997,2005,560,132,3,0,1,2,2,179,71049
823,180,C,39,4424,Pave,,IR1,Lvl,1963,1994,4055,816,5,1,1,12,2,461,227591
824,45,RL,21,2590,Pave,,Reg,Lvl,1993,1971,425,1566,2,3,1,10,3,1418,161449
825,50,RL,31,1300,Pave,,IR1,Bnk,1993,1953,2336,1121,2,0,1,7,2,390,223685
826,75,RM,214,3835,Grvl,Grvl,IR3,Lvl,1986,1954,829,99,3,1,1,10,2,146,131195
827,75,RL,193,13586,Pave,,Reg,Lvl,1984,2004,1160,25,4,1,1,10,2,152,193983
828,20,RL,90,9370,Pave,,IR2,Lvl,1995,1987,334,309,3,0,1,12,3,47,149283
829,75,FV,135,6088,Pave,,Reg,Bnk,1937,1993,334,1283,1,3,1,12,2,546,159162
830,50,C,21,5072,Pave,,Reg,HLS,1934,1959,799,446,5,2,1,11,1,1418,102868
831,20,RL,,1308,Pave,,Reg,Bnk,1952,1994,1457,2568,3,2,1,6,2,385,196505
832,40,RL,40,32889,Pave,,Reg,Lvl,1943,1950,1439,152,3,1,1,12,2,168,183513
833,30,RL,21,4844,Pave,,Reg,Lvl,1884,1950,334,34,2,1,1,8,2,157,115963
834,60,RL,101,7058,Pave,Pave,IR3,Lvl,1992,1988,730,1596,3,1,1,11,1,181,129601
835,160,RL,203,28140,Pave,,Reg,HLS,1930,1999,3557,157,3,1,1,8,2,496,240512
836,85,RL,,9106,Pave,,Reg,Lvl,1930,1961,1229,2643,3,1,1,12,2,468,179269
837,180,RL,92,5011,Pave,,Reg,Lvl,1873,1986,1921,3656,2,1,1,14,2,793,252270
838,190,RL,70,7075,Pave,,Reg,Lvl,1924,1978,1310,368,2,1,1,3,2,240,163742
839,150,RL,26,6793,Pave,,Reg,Lvl,1983,2005,1504,507,3,1,1,7,3,386,254083
840,160,RL,264,8543,Pave,,Reg,Bnk,1991,2010,811,532,3,1,1,11,2,328,141499
841,80,RP,49,15071,Pave,,Reg,Lvl,1933,2002,746,238,6,1,1,7,3,1401,141302
842,50,RL,124,8958,Pave,,IR1,Bnk,1981,2002,909,962,2,1,1,6,2,127,174845
843,85,I,21,22577,Pave,,Reg,Lvl,2006,1966,334,639,8,1,1,12,2,267,121130
844,90,RL,21,6274,Pave,,Reg,Lvl,1994,1992,334,255,3,2,1,4,2,131,133515
845,80,RL,21,13643,Pave,,Reg,Lvl,1948,1976,363,1181,3,1,1,3,2,173,130270
846,120,RL,61,10835,Pave,,IR1,Lvl,1925,1996,1139,1563,2,1,1,8,2,746,131436
847,20,RL,21,21106,Pave,,Reg,Lvl,1980,1978,1683,419,3,2,1,10,2,1285,230592
848,80,RL,24,7760,Pave,,Reg,Lvl,1893,1953,647,1753,2,1,1,14,2,135,110984
849,75,FV,21,4977,Grvl,,Reg,Lvl,1943,1965,334,644,4,1,1,14,2,25,87640
850,40,C,44,7047,Pave,Pave,Reg,Lvl,1883,1996,1943,1055,5,1,1,14,2,175,149390
851,75,RL,244,2493,Pave,,Reg,Bnk,1912,2008,4464,1571,6,1,1,8,2,64,277844
852,30,RL,,2256,Pave,Grvl,Reg,HLS,1958,1953,334,146,3,3,1,15,2,45,120085
853,70,RL,37,17322,Pave,,IR1,Lvl,2000,2003,696,426,3,1,1,12,2,480,187041
854,90,RL,,2783,Pave,Pave,Reg,HLS,1877,2010,334,220,3,2,1,2,2,233,132545
855,80,RL,73,9647,Pave,Grvl,Reg,Lvl,1984,1992,1240,868,5,1,1,6,1,1091,136472
856,20,RL,83,1300,Pave,,Reg,Lvl,1911,1992,1862,619,2,1,1,14,2,31,189546
857,180,RL,,15107,Grvl,,IR2,Lvl,1917,1982,623,724,3,3,1,2,2,461,136051
858,60,RL,95,4119,Pave,,Reg,Lvl,1917,1997,807,291,4,3,1,13,1,520,113987
859,80,RL,108,11128,Pave,,Reg,Lvl,1914,1971,2662,83,2,0,1,2,2,465,260594
860,30,RL,313,11912,Pave,,Reg,Bnk,1891,1977,1475,589,2,2,1,14,2,461,207743
861,60,RL,21,7815,Pave,,IR2,Lvl,1999,2008,334,390,2,1,1,8,2,227,137798
862,20,RL,21,5719,Pave,,Reg,Bnk,1999,2006,334,759,1,1,1,2,2,433,137430
863,60,RL,51,1300,Grvl,,Reg,Bnk,1902,2007,1712,457,2,1,1,14,0,218,134992
864,20,RL,133,6467,Pave,Pave,Reg,Lvl,1991,1955,334,869,6,1,1,3,2,89,109454
865,120,RL,,15227,Pave,,Reg,Lvl,1967,1954,730,611,3,1,1,11,2,169,146468
866,50,RL,27,7810,Pave,,Reg,Lvl,1948,1989,334,946,3,2,1,6,3,379,127651
867,70,FV,156,5216,Pave,,Reg,Lvl,1953,1956,516,1258,4,2,1,12,2,114,132667
868,75,FV,21,13164,Pave,Grvl,Reg,Lvl,1983,2009,847,751,3,1,1,9,2,1130,167829
869,190,I,87,8211,Pave,,Reg,Lvl,1884,1990,2095,909,2,0,1,12,3,828,189755
870,60,RL,52,7103,Pave,,IR1,Lvl,1884,1969,394,550,2,1,1,9,2,115,129900
871,180,RM,21,10013,Pave,,IR2,Low,1883,2010,3504,249,4,1,1,9,3,764,181514
872,20,RL,149,5826,Pave,,Reg,Lvl,1878,1983,1195,911,3,1,1,5,2,93,188479
873,20,RL,,6036,Pave,,Reg,Lvl,1984,1962,2294,216,4,2,1,4,2,662,238979
874,45,RL,65,1415,Pave,,Reg,Lvl,1875,2008,2299,465,3,1,1,11,2,498,200745
875,90,RL,41,10398,Pave,,Reg,Lvl,1990,1960,334,764,3,1,1,14,2,170,130267
876,70,RM,203,13419,Pave,,Reg,Lvl,2000,1997,958,5067,2,1,1,6,2,41,87608
877,40,RL,,10833,Pave,,Reg,Lvl,1885,1996,334,623,3,2,1,8,1,331,102702
878,90,RM,,4752,Pave,,Reg,Lvl,1997,1996,654,1657,1,2,1,13,2,857,103996
879,70,C,27,18327,Pave,Grvl,Reg,Lvl,1975,1998,1973,1362,5,1,1,9,5,244,175102
880,90,I,130,24212,Pave,,Reg,Lvl,1892,1976,334,1726,2,2,1,10,2,477,96732
881,90,RL,21,13656,Pave,,Reg,Lvl,1914,1998,507,129,2,1,1,5,2,471,96315
882,75,RH,21,6216,Pave,,Reg,Lvl,1944,2006,2239,719,3,1,1,11,2,1418,196043
883,85,FV,57,19491,Grvl,,Reg,Lvl,1916,1989,1226,328,2,1,1,8,2,283,156946
884,20,RL,89,6483,Pave,,Reg,Low,1968,1972,459,77,3,1,1,15,2,54,136480
885,85,RL,,9870,Pave,,Reg,Lvl,1925,1994,1280,582,2,2,1,6,2,473,180799
886,180,C,106,15594,Pave,,Reg,Lvl,1917,2009,563,2256,2,1,1,14,2,522,103677
887,75,RL,,8974,Pave,,Reg,Lvl,1983,2003,3278,411,2,2,1,12,2,491,242229
888,50,RL,59,2606,Pave,,IR2,Lvl,1998,1956,801,293,2,2,1,14,2,233,156568
889,45,RL,109,20229,Pave,,Reg,Lvl,1963,2006,3446,743,2,2,1,5,2,815,302887
890,20,RL,74,15990,Pave,,Reg,Bnk,1999,1968,2015,773,2,2,1,6,2,153,185916
891,45,RL,34,20727,Pave,,Reg,Lvl,1970,1961,1764,1083,4,2,1,12,1,289,144791
892,90,A,44,9910,Pave,,Reg,Lvl,2008,1977,1050,776,2,2,1,8,3,58,150145
893,150,RL,,5072,Grvl,Pave,IR3,Lvl,1967,1971,1052,737,3,2,1,7,2,648,160375
894,50,RL,186,7580,Pave,,Reg,Bnk,1897,2003,836,288,3,2,1,7,2,465,169565
895,50,RL,93,2714,Pave,,Reg,Lvl,1973,1988,334,1088,2,2,1,15,2,395,99801
896,85,RL,21,11820,Pave,,IR1,Lvl,1876,1982,1977,889,3,1,1,10,2,730,221659
897,160,RM,34,27349,Pave,,IR1,Lvl,1957,1987,2722,564,3,1,1,8,2,1121,146379
898,60,RM,57,12627,Pave,,Reg,Lvl,1955,1953,1455,216,2,1,1,8,2,432,136582
899,40,RL,21,20568,Grvl,,Reg,Lvl,1950,1968,1591,492,2,1,1,11,2,115,201920
900,160,RL,21,13839,Pave,,IR1,Bnk,1950,2005,334,654,2,1,1,4,3,214,112145
901,30,RL,157,6210,Pave,Grvl,Reg,Lvl,1954,1994,1147,12,2,1,1,10,3,69,181451
902,50,RL,110,4978,Pave,,IR1,Bnk,1926,1961,1475,176,3,1,1,15,2,107,172781
903,30,RL,76,13156,Pave,,Reg,Lvl,1918,1955,533,152,4,1,1,14,2,76,140970
904,120,RL,50,4271,Pave,,Reg,Lvl,1928,1959,612,187,3,2,1,11,3,259,151251
905,75,RL,140,5912,Pave,,Reg,Lvl,1946,1952,1120,205,3,1,1,4,2,20,187649
906,120,RL,,15703,Pave,,Reg,Bnk,1906,1976,339,614,4,1,1,15,2,235,133531
907,180,RL,53,9195,Pave,,Reg,Lvl,2009,1980,3327,466,3,1,1,3,2,1000,319262
908,90,RL,248,8728,Pave,,Reg,Lvl,1970,1959,1350,267,3,1,1,4,2,933,197282
909,70,RL,21,13132,Pave,,Reg,Lvl,2004,1996,843,240,3,2,1,2,2,812,137980
910,160,RP,21,11751,Pave,,Reg,Lvl,1872,1993,1249,915,4,1,1,13,2,22,142461
911,90,RM,39,5097,Pave,,IR1,Lvl,1998,1981,1419,1131,3,2,1,6,2,37,95001
912,90,RM,144,2805,Pave,Grvl,IR1,Bnk,1992,1967,1079,1815,2,1,1,7,2,392,106190
913,70,FV,81,17033,Pave,,Reg,Lvl,1895,2005,334,286,2,1,1,4,3,67,108620
914,75,FV,66,3762,Pave,,Reg,Lvl,1876,1954,480,1050,4,1,1,2,1,715,153273
915,30,RP,110,1615,Pave,Grvl,Reg,Bnk,1961,1964,533,40,3,1,1,3,1,314,102520
916,90,FV,21,7887,Pave,,IR2,Lvl,1947,1950,1126,1325,2,1,1,14,2,843,219750
917,70,RH,44,10167,Pave,,Reg,Lvl,1951,1977,1268,359,5,2,1,6,2,892,85943
918,85,RL,75,6706,Pave,,Reg,Lvl,1876,2003,1569,208,3,2,1,6,2,846,224297
919,85,RM,125,9825,Pave,,Reg,Lvl,1914,1950,3987,44,3,1,1,8,2,66,241210
920,180,RP,21,10855,Pave,,Reg,Lvl,1876,1977,2331,760,3,3,1,9,2,660,201568
921,20,RL,,4935,Pave,,Reg,Lvl,1882,1959,1010,81,2,1,1,5,2,61,120991
922,60,RL,,6238,Pave,,Reg,Lvl,1986,1989,334,359,2,1,1,14,3,1176,148052
923,120,RL,211,5183,Pave,,Reg,Lvl,1963,1974,390,1012,2,2,1,6,2,631,123772
924,60,RL,21,6057,Pave,,IR1,Lvl,1957,1959,334,966,4,1,1,3,3,594,111350
925,70,RL,310,7703,Grvl,,Reg,Lvl,2006,1968,334,1352,3,1,1,3,2,800,90407
926,45,RL,49,6269,Grvl,,IR2,Low,1951,1965,1233,761,2,1,1,12,2,371,212908
927,150,I,23,3564,Pave,,Reg,Bnk,1892,1986,925,1608,4,1,1,6,2,815,101727
928,40,RL,21,2584,Pave,,IR1,Lvl,1933,1978,552,739,2,3,1,6,2,57,150357
929,160,RL,64,9842,Pave,,Reg,Lvl,1954,2009,772,1427,3,1,1,8,2,559,162519
930,70,C,122,16257,Pave,,Reg,Lvl,1884,2006,2030,1274,3,1,1,14,2,580,151546
931,80,RL,30,10441,Pave,,IR2,Lvl,1923,1983,749,6,3,2,1,3,2,342,128020
932,190,I,57,4092,Pave,,IR1,Lvl,1996,2001,2152,1023,4,2,1,13,2,188,132149
933,40,RL,33,9449,Pave,,Reg,Lvl,1912,1976,1309,1133,3,1,1,5,2,762,183753
934,75,RM,,18508,Pave,,Reg,Lvl,2004,1956,602,331,4,1,1,4,2,389,115143
935,40,RL,124,17099,Grvl,,Reg,Lvl,1943,1974,1170,373,4,1,3,6,2,78,172408
936,50,RL,75,4247,Pave,,Reg,Lvl,1928,2001,3214,731,3,3,1,12,2,782,248024
937,30,RL,40,11202,Pave,,Reg,Lvl,1935,1980,2526,631,4,1,1,9,2,1042,219386
938,80,RM,58,13949,Pave,,Reg,Lvl,1914,1962,2696,550,2,1,1,15,3,474,144923
939,60,RL,96,2050,Pave,Grvl,Reg,Lvl,1925,1998,375,292,8,2,1,5,2,702,148040
940,150,RL,,1300,Pave,,Reg,HLS,1872,2005,1186,846,2,1,1,6,1,894,144389
941,30,C,,6676,Pave,,Reg,Lvl,1890,1950,2081,1526,3,1,1,7,5,446,192081
942,150,A,61,2793,Pave,,Reg,Lvl,1892,1978,2133,1675,3,1,1,6,2,1266,211127
943,90,RL,88,6663,Pave,,Reg,Lvl,1983,1987,901,984,4,2,1,9,2,509,109726
944,70,RL,42,6036,Pave,,Reg,Lvl,1987,1989,334,1443,2,1,1,6,2,120,76357
945,90,RL,21,7140,Pave,,Reg,Lvl,1969,1991,469,701,2,2,1,7,2,177,128452
946,190,RL,118,16631,Pave,,Reg,Lvl,1892,1987,959,2441,2,1,1,6,2,873,149966
947,80,RL,52,7184,Pave,,Reg,Lvl,2005,1977,1521,14,3,1,1,6,2,954,200632
948,85,RL,38,8066,Pave,,Reg,Lvl,1887,1988,736,1413,2,1,1,3,3,185,102409
949,75,RL,88,4456,Pave,,Reg,HLS,1967,1984,1182,1438,4,1,1,7,2,1418,160742
950,150,RL,21,7230,Pave,,Reg,Lvl,1931,2000,503,270,2,3,1,14,2,237,127988
951,80,RL,224,8062,Pave,,IR3,Bnk,1937,1986,1858,170,3,1,1,2,3,984,271341
952,60,RL,,19330,Pave,,IR1,Lvl,1945,1990,786,1265,2,1,1,5,2,209,122331
953,50,RL,213,23639,Pave,,Reg,Lvl,1951,2007,589,703,2,2,1,4,3,1418,145049
954,70,FV,111,13488,Pave,,Reg,Low,1966,1994,981,2995,2,2,1,8,2,128,181790
955,60,RL,100,13894,Pave,,IR1,Lvl,1918,1971,1746,661,3,2,1,12,0,957,176262
956,85,RM,45,16412,Grvl,,Reg,Lvl,1953,1951,834,347,3,1,1,13,2,97,103323
957,120,RL,112,2830,Pave,,Reg,Lvl,1941,2007,334,1084,2,1,1,2,3,276,159348
958,70,RM,23,1300,Pave,,Reg,HLS,1969,2002,347,1212,4,2,1,13,2,183,85320
959,120,FV,76,10033,Pave,,IR2,Lvl,1959,1980,410,868,3,0,1,10,2,381,175824
960,85,RL,65,5814,Pave,Grvl,Reg,Lvl,1897,2010,1322,702,4,1,1,15,1,97,193962
961,50,C,313,29515,Pave,Grvl,Reg,Lvl,2008,1966,1134,406,4,2,1,9,2,75,172485
962,20,FV,167,8759,Pave,,Reg,Lvl,1936,2009,334,580,2,1,1,13,2,280,129548
963,20,RL,129,1300,Pave,,Reg,Lvl,1912,1986,842,550,2,2,1,8,2,158,97588
964,80,RM,55,4855,Grvl,,IR1,Lvl,1937,1980,1699,939,2,1,1,7,2,208,155829
965,120,RL,97,12190,Pave,,Reg,Lvl,1997,2009,1613,2235,3,2,1,9,2,549,177802
966,30,RL,103,1300,Grvl,Grvl,Reg,Lvl,1961,1971,576,2899,3,1,1,8,2,435,164098
967,30,I,76,6922,Pave,Grvl,Reg,Lvl,1938,1985,1787,946,3,2,1,4,2,483,153217
968,150,RM,182,2955,Pave,,Reg,Lvl,2007,2007,334,1468,3,1,1,7,2,267,90439
969,180,FV,172,9739,Pave,,Reg,Lvl,1946,1980,1631,992,3,1,1,4,2,397,218759
970,190,RL,30,6683,Pave,Grvl,Reg,Low,1935,1992,1135,130,2,1,1,2,2,1418,116975
971,150,RL,30,12882,Pave,,Reg,Lvl,1895,1973,1794,1617,2,2,1,3,2,1418,181179
972,40,RL,57,22329,Grvl,,Reg,Lvl,1893,1990,1277,260,2,1,1,2,2,714,188032
973,190,I,,4928,Pave,,IR1,Lvl,1946,1965,334,839,3,1,1,13,2,453,102590
974,30,RL,80,3153,Pave,,IR2,Lvl,1896,1958,1982,1031,6,1,1,14,2,394,195199
975,60,RL,56,9339,Pave,,Reg,Lvl,1890,1979,334,1455,2,1,1,13,2,260,77467
976,80,RL,59,9374,Pave,,Reg,Lvl,1998,1984,1630,1352,2,1,1,15,3,1253,199231
977,70,RL,42,14685,Pave,,Reg,Lvl,1899,1952,1883,2399,3,2,1,12,2,623,125613
978,80,RL,,15093,Pave,,Reg,Lvl,1997,1994,334,1402,2,2,1,11,2,406,165567
979,20,RP,27,11240,Pave,Grvl,Reg,Bnk,1971,1970,1406,199,3,1,1,8,2,578,176187
980,75,RL,59,1300,Grvl,,IR1,Lvl,2002,1950,334,1,3,1,1,15,2,447,173454
981,50,C,26,1864,Pave,,Reg,Lvl,1914,1963,844,216,2,2,1,11,5,1389,157286
982,60,RL,42,3376,Pave,,IR1,Lvl,1914,1995,1519,1444,2,1,1,14,2,172,163299
983,120,RL,,4957,Pave,,Reg,Lvl,1878,1972,706,807,3,1,1,6,2,679,120062
984,90,RL,21,18736,Pave,,Reg,Bnk,2010,1955,3339,1252,3,1,1,10,2,196,283537
985,60,RL,84,10282,Pave,,Reg,HLS,1945,2005,470,1496,2,1,1,4,2,1267,124375
986,80,RL,134,2968,Pave,,Reg,Lvl,1945,2000,1145,175,2,2,1,12,2,102,158586
987,60,RL,71,4667,Grvl,,Reg,Lvl,2009,1988,334,53,3,1,1,12,2,201,112061
988,190,RL,29,7697,Pave,,Reg,Lvl,1960,1978,798,179,3,3,1,7,1,204,128974
989,150,RL,,8454,Grvl,,Reg,Lvl,1939,1971,1025,176,3,1,1,2,2,87,146576
990,150,RH,21,6055,Pave,,Reg,Lvl,2008,1991,1014,1443,3,1,1,3,2,186,145147
991,180,RL,133,18929,Pave,,IR1,Lvl,1872,2005,1566,344,3,1,1,11,2,768,176393
992,160,FV,21,13381,Pave,,Reg,Lvl,2010,1968,428,626,3,3,1,11,2,255,122816
993,120,RL,,5505,Pave,,Reg,Lvl,1958,1989,817,445,4,2,1,3,2,473,148092
994,120,RL,24,16641,Pave,,Reg,Lvl,2004,1953,768,561,3,1,1,3,3,218,179666
995,190,RL,21,9527,Pave,Grvl,Reg,Lvl,1931,2003,651,377,2,4,1,8,4,155,159987
996,150,RL,85,1387,Pave,,Reg,Lvl,1930,2010,777,771,3,3,1,6,2,299,160295
997,75,RL,22,1338,Pave,,IR1,Lvl,1975,2007,586,523,2,1,1,14,2,593,128812
998,40,RL,35,10437,Pave,,Reg,Lvl,1960,1995,797,272,2,1,1,13,4,348,179785
999,85,RL,,6623,Pave,Grvl,Reg,Bnk,1960,2000,711,1234,2,1,1,8,3,474,165326
1000,70,I,56,10694,Pave,,Reg,Bnk,1935,1974,2698,104,4,2,2,4,3,338,169519
1001,160,RL,,17523,Pave,,Reg,Lvl,1906,1959,575,220,2,2,1,2,0,524,101790
1002,80,RL,112,10520,Pave,,Reg,Lvl,1969,1957,1781,619,4,2,1,13,2,312,249441
1003,180,RL,,4268,Pave,,Reg,Lvl,1885,1975,543,548,5,3,1,7,2,53,141209
1004,60,RL,210,10645,Pave,,Reg,Lvl,1948,1962,614,206,2,1,1,10,2,62,116902
1005,20,RL,21,14898,Pave,Grvl,Reg,Lvl,1943,1969,334,535,2,2,1,5,2,170,124609
1006,160,RL,104,12632,Pave,,IR1,Lvl,1931,1963,2304,1385,3,1,1,11,1,777,207304
1007,120,C,26,8534,Pave,,Reg,Lvl,1979,2005,1612,724,3,1,1,3,2,189,190843
1008,30,RL,91,3146,Pave,,Reg,Lvl,1905,1993,2066,1341,4,1,1,12,1,1217,201842
1009,85,RM,119,19071,Pave,,Reg,Lvl,1949,1980,334,392,3,3,1,8,2,103,83990
1010,70,RL,26,11615,Pave,,Reg,HLS,1965,1965,2395,1128,3,1,1,12,2,225,146402
1011,75,C,,16318,Pave,Grvl,Reg,Lvl,1906,1968,1283,579,5,1,1,9,2,215,162328
1012,30,RL,131,20451,Pave,Grvl,Reg,Lvl,1978,1968,334,57,3,1,1,7,2,1102,125141
1013,160,A,21,9477,Pave,,Reg,Lvl,1905,2009,1064,201,2,1,1,7,2,60,93362
1014,45,RL,104,25306,Grvl,,Reg,Lvl,1953,1972,481,1977,6,1,1,4,2,17,139473
1015,50,RL,,20990,Pave,Grvl,IR2,Lvl,1932,2000,334,1755,2,2,1,10,2,1418,113848
1016,50,RL,,12637,Pave,,Reg,Lvl,1937,1989,352,1345,2,1,1,6,2,447,137638
1017,150,RL,,10075,Grvl,Pave,Reg,Lvl,1906,1994,972,1259,3,1,1,9,0,1418,132727
1018,45,RM,25,13611,Pave,,Reg,Lvl,1893,1978,3614,1141,3,2,1,15,3,45,244948
1019,160,RL,,5081,Pave,,Reg,Lvl,1994,1975,933,633,2,2,1,7,1,330,171398
1020,90,RL,102,1501,Pave,Grvl,Reg,Lvl,1881,1972,5306,429,3,1,1,4,2,362,322659
1021,30,RL,21,2684,Pave,,Reg,Lvl,1939,1989,613,1688,3,1,1,2,4,215,111102
1022,45,RL,114,3038,Pave,,Reg,Lvl,1881,2008,445,278,3,1,1,8,2,303,135227
1023,190,RL,85,15315,Pave,,Reg,Lvl,1908,2001,334,16,2,1,1,10,2,341,106729
1024,30,RL,39,2108,Pave,,IR3,Lvl,1985,1958,987,360,4,1,1,2,2,133,180983
1025,90,RL,,14978,Pave,,Reg,Lvl,1927,2004,434,4412,3,1,1,10,2,63,115367
1026,75,RL,45,18559,Pave,,Reg,Lvl,1927,1991,562,804,2,2,1,13,3,82,143665
1027,160,C,43,7936,Pave,,Reg,Lvl,1905,1998,1493,461,4,2,1,6,2,16,142506
1028,70,RL,166,9670,Pave,,Reg,Low,1918,1993,1406,26,4,1,1,6,2,966,178907
1029,75,RP,43,9597,Pave,,Reg,Lvl,1925,1962,2921,141,3,2,1,7,1,524,253741
1030,30,RL,63,7949,Grvl,,Reg,Lvl,1995,2000,334,234,2,4,1,3,3,249,118515
1031,60,RM,33,6168,Pave,,Reg,Lvl,1923,1953,334,2287,2,2,1,15,2,114,87502
1032,90,RP,60,9431,Pave,,Reg,Lvl,1872,1958,499,761,2,2,1,12,3,1395,142869
1033,120,RL,61,10592,Pave,,Reg,Lvl,1936,1971,2006,308,3,1,2,11,2,403,188057
1034,85,RL,130,4876,Pave,,IR1,Lvl,1874,1954,1097,699,2,1,1,4,3,512,167289
1035,80,RH,95,8322,Pave,,IR1,Lvl,1943,1953,363,2325,3,0,1,10,2,992,106954
1036,180,RL,,23514,Pave,,Reg,Lvl,1900,1972,1027,786,2,2,1,8,2,176,150153
1037,20,RL,,7388,Pave,,Reg,Lvl,2005,1996,1495,783,2,2,1,4,2,608,163898
1038,150,RL,,10153,Pave,,Reg,Lvl,1940,1983,1952,1224,3,2,1,7,5,670,164251
1039,75,RL,47,5306,Pave,Pave,Reg,Bnk,2004,1961,4268,1020,2,1,1,2,2,22,373476
1040,45,I,54,5712,Pave,,Reg,Lvl,1874,2004,496,321,3,3,1,3,1,118,86162
1041,40,RL,101,17674,Pave,,Reg,Lvl,1964,1977,1317,535,2,2,1,5,2,307,214269
1042,75,RL,59,5522,Pave,,Reg,Lvl,1975,2009,2985,2239,3,1,1,2,2,108,264859
1043,180,RL,170,1646,Pave,,Reg,Lvl,1925,1982,1134,124,2,1,1,10,2,1252,169629
1044,120,RM,60,12179,Grvl,,Reg,HLS,1879,1950,955,2767,2,2,1,5,2,266,115634
1045,40,RL,52,29265,Grvl,,Reg,Lvl,1997,1991,944,1062,4,1,1,10,2,609,171488
1046,70,RM,107,11608,Pave,,Reg,Lvl,1925,1958,334,626,3,1,1,14,1,165,67213
1047,60,RP,131,1300,Pave,,Reg,Lvl,1956,1970,789,1607,2,2,1,7,3,776,138934
1048,70,RL,108,12671,Pave,,Reg,Lvl,1878,1989,4527,200,4,1,1,8,2,1049,355426
1049,50,RL,,9869,Pave,,Reg,Bnk,1883,1962,1128,762,2,1,1,10,2,787,135056
1050,180,RL,86,11171,Pave,,Reg,Lvl,1897,1965,2263,100,1,3,1,7,2,831,268887
1051,70,RL,21,10912,Pave,,Reg,Lvl,1909,1970,597,200,3,2,1,10,2,48,140807
1052,45,RL,21,2685,Pave,,Reg,Lvl,1881,1988,917,2195,3,1,1,15,2,507,112705
1053,150,RL,86,9103,Pave,,IR1,Lvl,2001,1951,1611,1947,3,3,1,6,2,783,174186
1054,180,RL,136,8336,Pave,Pave,IR2,Lvl,1961,1997,1073,865,4,1,1,10,2,292,144463
1055,80,RL,21,2975,Pave,,IR2,Lvl,2008,1953,5642,563,3,1,1,2,2,269,355518
1056,150,I,21,7546,Pave,,Reg,Lvl,1879,2004,826,1257,4,3,1,12,2,42,103313
1057,190,RL,78,3806,Pave,,Reg,Lvl,1961,1950,4185,2525,3,1,1,8,2,598,379046
1058,45,RL,43,18747,Pave,Pave,Reg,Bnk,1995,2002,619,1716,3,1,1,4,2,572,128635
1059,40,RL,274,8429,Pave,,Reg,Lvl,1900,1988,1507,823,2,1,1,9,2,801,175065
1060,150,RL,41,9820,Pave,,IR1,Lvl,1943,1979,1841,35,3,1,1,15,3,528,197623
1061,190,RL,100,5622,Pave,,Reg,HLS,1945,1969,1339,155,3,1,1,13,2,164,166579
1062,180,RM,52,4660,Pave,,IR1,Lvl,1953,1976,1184,157,2,2,1,7,2,389,150202
1063,30,RL,21,12542,Pave,,Reg,Lvl,1939,1956,354,500,3,1,1,8,2,301,117979
1064,120,RL,116,3391,Pave,,Reg,Lvl,1911,1951,334,727,2,1,1,12,2,214,93681
